,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,recent_commit_count,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,trending,dockerhub_stars,updated_github_id,gitlab_id,gitlab_url
47,powerplantmatching,data,"['gha', 'pypi', 'conda', 'python', 'university']",,PyPSA/powerplantmatching,BSD-2,Tools to combine multiple power plant databases.,https://github.com/PyPSA/powerplantmatching,https://pypsa.org,2016-08-15 16:36:25,2026-04-01 22:09:18.000000,2026-03-02 07:47:47,1025.0,72.0,23.0,218.0,36.0,24,True,https://atlite.readthedocs.io/en/master/?badge=master,20.0,176.0,91.0,2026-02-11 15:15:37.000,0.8.1,32.0,18.0,powerplantmatching,conda-forge/powerplantmatching,87.0,4190.0,86.0,86.0,https://pypi.org/project/powerplantmatching,2240.0,https://anaconda.org/conda-forge/powerplantmatching,2026-02-11 22:17:11.404,124839.0,2.0,,,,,,,,,,,
48,Ipopt,ops,"['pypi', 'conda', 'python', 'non-profit']",,coin-or/Ipopt,EPL-2.0,COIN-OR Interior Point Optimizer.,https://github.com/coin-or/Ipopt,https://www.coin-or.org/,2019-01-28 12:24:22,2026-03-06 08:54:06.000000,2026-03-06 08:52:40,2431.0,301.0,8.0,1724.0,38.0,23,True,https://coin-or.github.io/Ipopt/,45.0,46.0,615.0,2025-07-30 10:34:09.000,releases/3.14.19,33.0,2.0,ipopt,conda-forge/ipopt,29175.0,37577.0,,,https://pypi.org/project/ipopt,2797.0,https://anaconda.org/conda-forge/ipopt,2026-02-17 01:36:21.548,2268757.0,3.0,,,,,,,,,,,
49,Clarabel.rs,ops,"['gha', 'pypi', 'conda', 'python', 'rust', 'university']",,oxfordcontrol/Clarabel.rs,Apache-2,Interior-point solver for convex conic optimisation in Rust.,https://github.com/oxfordcontrol/Clarabel.rs,https://github.com/oxfordcontrol/Clarabel.rs,2022-04-17 13:48:34,2025-12-17 09:55:56.799000,2025-09-25 13:24:15,629.0,41.0,23.0,545.0,11.0,23,True,https://oxfordcontrol.github.io/ClarabelDocs/stable/,13.0,151.0,50.0,2025-06-11 16:48:58.000,0.11.1,18.0,,clarabel,conda-forge/clarabel,,2730224.0,105.0,62.0,https://pypi.org/project/clarabel,2718350.0,https://anaconda.org/conda-forge/clarabel,2025-12-17 09:55:56.799,356242.0,3.0,2025-06-11 16:48:58.000,43.0,,,,,,,,,
50,PowerSimulations.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSimulations.jl,BSD-3,Power Systems optimization simulation and modeling; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulations.jl,https://www.nlr.gov/analysis/sienna,2017-11-03 21:11:22,2026-04-01 15:52:17.000000,2026-04-01 15:52:12,10873.0,80.0,63.0,313.0,50.0,23,True,https://nrel-sienna.github.io/PowerSimulations.jl/latest,18.0,1050.0,413.0,2026-03-21 18:11:02.000,0.33.5,100.0,195.0,,,,,,,,,,,,2.0,,,,,,,,,,,
51,MATPOWER,steady-state,"['gha', 'octave', 'university']",,MATPOWER/matpower,BSD-3,Steady state power flow simulation.,https://github.com/MATPOWER/matpower,https://matpower.org/,2016-12-16 19:12:30,2026-03-11 01:08:43.300241,2026-03-10 23:35:29,2671.0,171.0,23.0,546.0,23.0,22,True,https://matpower.org/doc/,29.0,57.0,212.0,2025-07-13 02:31:28.000,8.1,6.0,6.0,,,713663.0,8053.0,,,,,,,,2.0,,,matpower/matpower,https://hub.docker.com/r/matpower/matpower,2026-03-11 01:08:43.300241,4028.0,,,,,
52,Dynaωo,phasor,"['gha', 'modelica', 'for-profit']",,dynawo/dynawo,MPL-2.0,C++/Modelica simulation tools for power systems.,https://github.com/dynawo/dynawo,http://dynawo.org,2019-01-29 13:29:35,2026-04-02 15:07:57.000000,2026-04-02 11:44:54,2682.0,31.0,235.0,101.0,62.0,22,True,https://dynawo.github.io/docs/,9.0,2335.0,1535.0,2025-07-18 14:42:06.000,1.7.0,20.0,71.0,,,19762.0,227.0,,,,,,,,1.0,,,,,,,,,,,
53,LightSim2Grid,steady-state,"['gha', 'pypi', 'python', 'for-profit']",,BDonnot/lightsim2grid,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/Grid2op/lightsim2grid,https://l2rpn.chalearn.org/,2020-03-09 07:35:27,2026-02-06 16:17:12.000000,2026-02-05 09:07:13,1100.0,14.0,17.0,63.0,9.0,22,True,https://lightsim2grid.readthedocs.io/en/latest/,1.0,66.0,45.0,2026-02-06 08:29:00.000,0.12.2,41.0,39.0,LightSim2Grid,,300.0,24825.0,102.0,78.0,https://pypi.org/project/LightSim2Grid,24815.0,,,,2.0,2026-02-06 08:29:00.000,24.0,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,495.0,,,Grid2op/lightsim2grid,,
54,PyPSA-Eur,steady-state,"['gha', 'python', 'university']",,PyPSA/pypsa-eur,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur,https://pypsa.org,2017-10-11 23:54:41,2026-04-01 09:01:00.000000,2026-04-01 08:33:23,5808.0,347.0,182.0,554.0,107.0,21,True,https://pypsa-eur.readthedocs.io/en/latest/,18.0,1478.0,456.0,2026-02-19 07:45:23.000,2026.02.0,21.0,128.0,,,,,,,,,,,,2.0,,,nimfetrisa/pypsa-eur,https://hub.docker.com/r/nimfetrisa/pypsa-eur,,,,,,,
55,PYPOWER,steady-state,"['gha', 'pypi', 'conda', 'python', 'non-profit']",,rwl/PYPOWER,BSD,Port of MATPOWER to Python.,https://github.com/rwl/PYPOWER,rwl.github.io/PYPOWER/api/,2009-05-22 12:14:47,2025-11-24 17:12:08.000000,2025-11-24 17:12:07,364.0,124.0,40.0,402.0,22.0,21,True,http://rwl.github.io/PYPOWER/index.html,23.0,51.0,15.0,2025-07-10 17:17:14.000,5.1.19,14.0,,PYPOWER,invenia/pypower,,36303.0,157.0,157.0,https://pypi.org/project/PYPOWER,36273.0,https://anaconda.org/invenia/pypower,2025-03-25 16:27:17.396,3207.0,2.0,,,hwanghust/pypower,https://hub.docker.com/r/hwanghust/pypower,2019-05-19 07:28:05.197725,32.0,,,,,
56,GridLAB-D,phasor,"['c', 'gha', 'lab']",,gridlab-d/gridlab-d,BSD-3,Distribution power system simulator.,https://github.com/gridlab-d/gridlab-d,https://www.gridlabd.org/,2016-08-29 17:43:21,2026-04-02 06:14:22.000000,2025-05-28 20:17:33,4426.0,121.0,416.0,200.0,78.0,21,True,https://gridlab-d.readthedocs.io/en/docs/,24.0,212.0,1111.0,2025-01-07 00:39:44.000,5.3.0,7.0,,,,8680.0,89.0,,,,,,,,2.0,,,,,,,,,,,
57,HELICS,msg,"['gha', 'pypi', 'conda', 'python', 'julia', 'octave', 'java', 'c', 'lab']",,GMLC-TDC/HELICS,BSD-3,Co-simulation framework.,https://github.com/GMLC-TDC/HELICS,https://helics.org/tools/,2017-06-01 17:03:19,2026-03-30 18:11:03.000000,2025-08-16 01:38:32,3574.0,51.0,94.0,162.0,39.0,21,True,https://docs.helics.org/en/latest/,15.0,2058.0,585.0,2025-02-25 20:00:04.000,3.6.1,60.0,,helics,conda-forge/helics,31733.0,6292.0,,,https://pypi.org/project/helics,5736.0,https://anaconda.org/conda-forge/helics,2025-04-22 14:56:53.590,21709.0,1.0,,,,,,,,,,,
58,PIQP,ops,"['gha', 'pypi', 'conda', 'python', 'c', 'octave', 'r', 'university']",,PREDICT-EPFL/piqp,BSD-2,Proximal Interior Point Quadratic Programming solver.,https://github.com/PREDICT-EPFL/piqp,https://github.com/PREDICT-EPFL/piqp,2023-01-25 13:55:12,2026-03-29 20:32:57.000000,2026-03-29 20:32:56,573.0,21.0,5.0,137.0,6.0,21,True,https://predict-epfl.github.io/piqp/,9.0,19.0,15.0,2025-09-16 10:29:21.000,0.6.2,18.0,12.0,piqp,conda-forge/piqp,1076.0,30127.0,52.0,52.0,https://pypi.org/project/piqp,20559.0,https://anaconda.org/conda-forge/piqp,2026-01-09 15:10:36.438,305189.0,3.0,,,,,,,2.0,,,,
59,SimBench,data,"['python', 'pypi', 'conda', 'jupyter', 'gha']",,e2nIEE/simbench,odbl-1.0,Benchmark dataset of German LV/MV/HV grids including 15min time series for 1 year.,https://github.com/e2nIEE/simbench,https://simbench.de/en/,2019-05-13 14:10:08,2026-04-02 16:45:19.000000,2026-04-02 16:40:03,191.0,36.0,5.0,129.0,6.0,21,True,https://simbench.readthedocs.io/en/stable/,6.0,30.0,32.0,2025-04-13 10:10:36.000,1.6.1,11.0,24.0,simbench,conda-forge/simbench,,8581.0,49.0,49.0,https://pypi.org/project/simbench,8581.0,https://anaconda.org/conda-forge/simbench,,,2.0,,,,,,,3.0,,,,
60,GridPath,steady-state,"['gha', 'pypi', 'python', 'for-profit']",,blue-marble/gridpath,Apache-2,Power system planning and operations.,https://github.com/blue-marble/gridpath,https://www.gridpath.io/,2016-08-12 18:13:28,2026-04-02 16:19:00.000000,2026-04-02 16:19:00,1657.0,63.0,48.0,128.0,13.0,21,True,https://gridpath.readthedocs.io/en/latest/,13.0,991.0,294.0,2026-03-18 18:57:46.000,2026.2.0,43.0,25.0,GridPath,,1394.0,356.0,5.0,5.0,https://pypi.org/project/GridPath,337.0,,,,2.0,,,,,,,,,,,
61,OpenDSSDirect.py,intf,"['gha', 'pypi', 'python', 'jupyter', 'volunteer']",,dss-extensions/OpenDSSDirect.py,MIT,A direct library interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.py,https://dss-extensions.org/,2017-06-20 19:18:22,2026-02-26 06:34:19.000000,2024-03-29 05:10:43,451.0,24.0,14.0,109.0,3.0,21,False,https://dss-extensions.org/OpenDSSDirect.py/,12.0,32.0,99.0,2024-03-29 06:18:05.000,0.9.4,19.0,,OpenDSSDirect.py,,,12322.0,78.0,78.0,https://pypi.org/project/OpenDSSDirect.py,12322.0,,,,1.0,,,,,,,,,,,
62,PyPowSyBl,steady-state,"['gha', 'pypi', 'python', 'java', 'jupyter', 'non-profit']",,powsybl/pypowsybl,MPL-2.0,A PowSyBl and Python integration.,https://github.com/powsybl/pypowsybl,https://www.powsybl.org,2020-11-09 10:30:33,2026-04-02 15:55:05.000000,2026-04-02 12:36:03,852.0,17.0,87.0,87.0,40.0,21,True,https://powsybl.readthedocs.io/projects/pypowsybl/en/latest/,20.0,903.0,195.0,2026-01-15 12:04:07.000,1.14.0,50.0,24.0,pypowsybl,,479.0,13841.0,,,https://pypi.org/project/pypowsybl,13834.0,,,,2.0,,,,,,,,,,,
63,ECOS,ops,"['pypi', 'conda', 'python', 'julia', 'c', 'octave', 'r', 'university']",,embotech/ecos,GPL-3,Conic solver for second-order cone programming.,https://github.com/embotech/ecos,https://github.com/embotech/ecos,2013-02-11 21:27:50,2025-11-06 08:27:49.404000,2022-01-04 22:33:07,622.0,124.0,63.0,542.0,40.0,20,False,https://github.com/embotech/ecos/wiki,33.0,65.0,95.0,,,9.0,,ecos,conda-forge/ecos,,995985.0,,,https://pypi.org/project/ecos,977476.0,https://anaconda.org/conda-forge/ecos,2025-11-06 08:27:49.404,1203099.0,3.0,,,,,,,-4.0,,,,
64,PyPSA-Earth,steady-state,"['gha', 'python', 'volunteer']",,pypsa-meets-earth/pypsa-earth,AGPL-3,Open optimisation model for study energy system futures.,https://github.com/pypsa-meets-earth/pypsa-earth,https://pypsa-meets-earth.github.io/,2021-02-28 19:26:35,2026-04-02 16:52:24.000000,2026-04-02 16:52:24,6414.0,298.0,230.0,331.0,89.0,20,True,https://pypsa-earth.readthedocs.io/,12.0,1064.0,390.0,2025-12-24 14:16:28.000,0.8.0,14.0,38.0,,,,,,,,,,,,2.0,,,,,,,,,,,
65,AMPLPY,ops,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'for-profit']",,ampl/amplpy,BSD-3,Python API for AMPL.,https://github.com/ampl/amplpy,https://ampl.com/,2017-06-27 00:22:07,2026-02-16 13:12:09.000000,2026-02-16 13:12:05,888.0,19.0,1.0,83.0,9.0,20,True,https://amplpy.readthedocs.io/en/latest/,10.0,7.0,49.0,2024-05-23 16:41:59.000,0.14.0,25.0,4.0,amplpy,conda-forge/amplpy,,44863.0,136.0,136.0,https://pypi.org/project/amplpy,37091.0,https://anaconda.org/conda-forge/amplpy,2025-09-05 16:24:52.977,528543.0,3.0,,,,,,,,,,,
66,TESP,steady-state,"['gha', 'python', 'jupyter', 'pypi', 'lab']",,pnnl/tesp,BSD-3,Transactive Energy Simulation Platform.,https://github.com/pnnl/tesp,https://github.com/pnnl/tesp,2017-03-28 16:41:17,2026-04-02 16:44:13.000000,2026-02-05 19:46:48,2389.0,41.0,36.0,48.0,31.0,20,True,https://tesp.readthedocs.io/en/latest/,15.0,65.0,96.0,2024-12-15 02:43:06.000,1.3.6,19.0,75.0,tesp_support,,508.0,823.0,2.0,2.0,https://pypi.org/project/tesp_support,819.0,,,,2.0,,,,,,,,,,,
67,py-dss-interface,intf,"['pypi', 'python', 'jupyter', 'non-profit']",,PauloRadatz/py_dss_interface,MIT,A package for access to direct dll version of OpenDSS.,https://github.com/PauloRadatz/py_dss_interface,https://github.com/PauloRadatz/py_dss_interface,2020-06-12 18:58:36,2026-03-12 11:53:37.000000,2026-02-28 10:56:37,715.0,12.0,1.0,43.0,7.0,20,True,https://py-dss-interface.readthedocs.io/en/latest/,6.0,50.0,56.0,2026-02-16 15:33:33.000,2.3.0,7.0,20.0,py-dss-interface,,36.0,3807.0,41.0,41.0,https://pypi.org/project/py-dss-interface,3807.0,,,,1.0,,,,,,,,,,,
