,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,paper_id,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,paper_cited_by_count,recent_commit_count,julia_id,pypi_id,conda_id,github_release_downloads,monthly_downloads,pypi_url,pypi_latest_release_published_at,dependent_project_count,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,julia_url,julia_monthly_downloads,julia_total_downloads,upstream_projectrank,julia_adjustment,citation_adjustment,bestps_adjustment,projectrank_placing,trending,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,updated_github_id,new_addition,gitlab_id,gitlab_url
50,GridStatus,dataman,"['python', 'gha', 'for-profit']",,kmax12/gridstatus,BSD-3,Extract data from ISOs and other sources.,https://github.com/gridstatus/gridstatus,https://www.gridstatus.io,2022-07-28 19:24:20,2026-07-26 02:54:08.000000,2026-07-26 02:54:06,880.0,80.0,44.0,432.0,44.0,26,True,,https://docs.gridstatus.io/en/latest/,8.0,787.0,94.0,2026-04-21 02:05:40.000,0.36.0,38.0,,49.0,,gridstatus,services/gridstatus,,95181.0,https://pypi.org/project/gridstatus,2026-04-21 02:05:40.000,31.0,2.0,95180.0,https://anaconda.org/services/gridstatus,2025-03-25 16:20:32.129,48.0,,,,26.0,0.0,0.0,0.0,1.0,,29.0,,,,,,gridstatus/gridstatus,,,
51,PIQP,ops,"['cpp', 'gha', 'university']",,PREDICT-EPFL/piqp,BSD-2,Proximal Interior Point Quadratic Programming solver.,https://github.com/PREDICT-EPFL/piqp,https://github.com/PREDICT-EPFL/piqp,2023-01-25 13:55:12,2026-05-16 11:37:20.000000,2026-05-16 11:37:15,578.0,22.0,5.0,145.0,6.0,26,True,10.1109/CDC49753.2023.10383915,https://predict-epfl.github.io/piqp/,9.0,19.0,16.0,2026-05-11 16:39:47.000,0.6.3,19.0,16.0,5.0,,piqp,conda-forge/piqp,1364.0,89972.0,https://pypi.org/project/piqp,2026-05-11 16:39:47.000,66.0,13.0,80040.0,https://anaconda.org/conda-forge/piqp,2026-05-14 19:21:54.997,346366.0,,,,22.0,0.0,4.072,4.0,3.0,,53.0,,,,,,,,,
52,ExaModels,opl,"['julia', 'gha', 'lab']",,exanauts/ExaModels.jl,MIT,"An algebraic modeling and automatic differentiation tool in Julia Language, specialized for SIMD abstraction of..",https://github.com/exanauts/ExaModels.jl,https://github.com/exanauts/ExaModels.jl,2023-03-28 20:02:20,2026-06-24 14:02:51.000000,2026-06-24 13:39:27,220.0,9.0,9.0,80.0,14.0,26,True,10.1016/j.epsr.2024.110651,https://exanauts.github.io/ExaModels.jl/stable/,4.0,225.0,45.0,2026-06-24 13:58:34.000,0.11.2,20.0,29.0,10.0,ExaModels,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/ExaModels,479.0,2771.0,15.0,5.479,5.447,11.0,3.0,,,,,,,,,,,
53,CBC,ops,"['cpp', 'gha', 'non-profit']",,coin-or/Cbc,EPL-2.0,COIN-OR Branch-and-Cut solver.,https://github.com/coin-or/Cbc,https://www.coin-or.org/,2019-03-02 23:20:41,2026-07-26 03:42:22.000000,2026-06-25 14:09:18,2751.0,139.0,162.0,1004.0,35.0,25,True,,https://coin-or.github.io/Cbc/Doxygen/,40.0,97.0,395.0,2026-07-25 16:48:46.000,2.930,15.0,,146.0,,,conda-forge/coincbc,364431.0,28896.0,,,,,,https://anaconda.org/conda-forge/coincbc,2026-05-12 11:46:24.208,1701514.0,,,,25.0,0.0,0.0,0.0,3.0,,,,,,,,,,,
54,Clarabel.rs,ops,"['rust', 'gha', 'university']",,oxfordcontrol/Clarabel.rs,Apache-2,Interior-point solver for convex conic optimisation in Rust.,https://github.com/oxfordcontrol/Clarabel.rs,https://github.com/oxfordcontrol/Clarabel.rs,2022-04-17 13:48:34,2026-04-13 08:08:29.000000,2026-04-13 08:08:26,630.0,48.0,24.0,581.0,11.0,25,True,arXiv:2405.12762,https://oxfordcontrol.github.io/ClarabelDocs/stable/,13.0,157.0,51.0,2025-06-11 16:48:58.000,0.11.1,18.0,0.0,,,clarabel,conda-forge/clarabel,,3597362.0,https://pypi.org/project/clarabel,2025-06-11 16:48:58.000,135.0,43.0,3584257.0,https://anaconda.org/conda-forge/clarabel,2025-12-17 09:55:56.799,432470.0,,,,24.0,0.0,1.0,1.0,3.0,,92.0,,,,,,,,,
55,VeraGrid,emt,"['python', 'gha', 'for-profit']",,SanPen/VeraGrid,MPL-2.0,"Cross-platform power systems software, power flows, investments analysis, optimization and plenty of other stuff.",https://github.com/SanPen/VeraGrid,https://eroots.tech/veragrid-gslv,2016-01-13 15:40:10,2026-07-21 10:11:30.000000,2026-07-21 10:11:23,16180.0,132.0,15.0,576.0,59.0,25,True,,https://veragrid.readthedocs.io/en/latest/?badge=latest,35.0,159.0,287.0,2026-07-06 14:12:58.000,6.3.0,31.0,,42.0,,veragrid,,62.0,2396.0,https://pypi.org/project/veragrid,2025-08-27 07:46:25.000,,,2396.0,,,,,,,25.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
56,Grid2Op,mrl,"['python', 'gha', 'for-profit']",,rte-france/Grid2Op,MPL-2.0,Modeling sequential decision making in power systems.,https://github.com/Grid2op/grid2op,https://l2rpn.chalearn.org/,2019-10-10 17:04:46,2026-06-19 07:01:14.000000,2026-06-18 13:59:57,3596.0,146.0,53.0,452.0,32.0,25,True,,https://grid2op.readthedocs.io/en/latest/,19.0,353.0,345.0,2026-06-18 15:07:05.000,1.12.5,98.0,,29.0,,Grid2Op,,1.0,14624.0,https://pypi.org/project/Grid2Op,2026-06-18 15:07:05.000,9.0,9.0,14485.0,,,,,,,25.0,0.0,0.0,0.0,1.0,,,bdonnot/grid2op,https://hub.docker.com/r/bdonnot/grid2op,2022-07-05 14:02:10.644952,11295.0,1.0,Grid2op/grid2op,,,
57,powerplantmatching,dataman,"['python', 'gha', 'university']",,PyPSA/powerplantmatching,BSD-2,Tools to combine multiple power plant databases.,https://github.com/PyPSA/powerplantmatching,https://pypsa.org,2016-08-15 16:36:25,2026-07-13 12:02:48.000000,2026-06-23 06:31:00,1030.0,73.0,28.0,226.0,37.0,25,True,10.1016/j.esr.2018.11.004,https://atlite.readthedocs.io/en/master/?badge=master,21.0,187.0,92.0,2026-02-11 15:18:15.000,0.8.1,35.0,2.0,3.0,,powerplantmatching,conda-forge/powerplantmatching,87.0,6835.0,https://pypi.org/project/powerplantmatching,2026-02-11 15:18:15.000,88.0,,4526.0,https://anaconda.org/conda-forge/powerplantmatching,2026-02-11 22:17:11.404,154714.0,,,,24.0,0.0,1.288,1.0,2.0,,88.0,,,,,,,,,
58,PowSyBl Core,steady-state,"['gha', 'java', 'non-profit']",,powsybl/powsybl-core,MPL-2.0,Framework to build power system software.,https://github.com/powsybl/powsybl-core,https://www.powsybl.org,2017-09-29 14:51:18,2026-07-24 15:44:46.000000,2026-07-20 07:04:00,3839.0,64.0,266.0,178.0,131.0,25,True,,https://www.javadoc.io/doc/com.powsybl/powsybl-core/latest/,22.0,3295.0,541.0,2026-06-29 15:03:46.000,7.3.0,100.0,,81.0,,,,,,,,97.0,,,,,,,,,25.0,0.0,0.0,0.0,2.0,,97.0,,,,,,,,,
59,PyPowSyBl,intf,"['python', 'java', 'gha', 'non-profit']",,powsybl/pypowsybl,MPL-2.0,A PowSyBl and Python integration.,https://github.com/powsybl/pypowsybl,https://www.powsybl.org,2020-11-09 10:30:33,2026-07-25 13:46:46.000000,2026-07-22 11:03:52,928.0,26.0,91.0,100.0,48.0,25,True,,https://powsybl.readthedocs.io/projects/pypowsybl/en/latest/,20.0,970.0,220.0,2026-07-22 11:58:55.000,1.16.1,53.0,,50.0,,pypowsybl,,509.0,20447.0,https://pypi.org/project/pypowsybl,2026-07-22 11:58:55.000,15.0,15.0,20440.0,,,,,,,25.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
60,RSOME,opl,"['python', 'gha', 'university']",,XiongPengNUS/rsome,GPL-3,Robust Stochastic Optimization Made Easy.,https://github.com/XiongPengNUS/rsome,https://github.com/XiongPengNUS/rsome,2020-07-26 13:00:05,2024-11-15 13:40:52.000000,2024-11-15 13:40:10,218.0,61.0,7.0,346.0,3.0,24,True,"['10.1287/ijoc.2023.1291', '10.1287/mnsc.2020.3603']",https://xiongpengnus.github.io/rsome/,3.0,21.0,38.0,2024-06-25 13:42:14.000,1.3.0,34.0,260.0,,,rsome,,,711.0,https://pypi.org/project/rsome,2024-10-29 06:05:15.000,4.0,4.0,711.0,,,,,,,16.0,0.0,7.868,8.0,3.0,,,,,,,,,,,
61,PyOptInterface,opl,"['python', 'cpp', 'gha']",,metab0t/PyOptInterface,MPL-2.0,Efficient modeling interface for optimization in Python.,https://github.com/metab0t/PyOptInterface,https://github.com/metab0t/PyOptInterface,2023-06-13 16:11:33,2026-07-22 02:15:52.000000,2026-07-22 02:13:38,565.0,28.0,11.0,313.0,8.0,24,True,10.1109/TPWRS.2024.3483489,https://metab0t.github.io/PyOptInterface/,7.0,39.0,37.0,2026-03-27 07:58:44.000,0.6.1,18.0,4.0,6.0,,pyoptinterface,,,12123.0,https://pypi.org/project/pyoptinterface,2026-03-27 07:58:44.000,31.0,8.0,12123.0,,,,,,,22.0,0.0,1.981,2.0,3.0,,23.0,,,,,,,,,
62,MadNLP,ops,"['julia', 'gha', 'lab']",,MadNLP/MadNLP.jl,MIT,A solver for nonlinear programming with GPU support.,https://github.com/MadNLP/MadNLP.jl,https://github.com/MadNLP/MadNLP.jl,2020-09-16 23:07:35,2026-07-23 16:17:12.000000,2026-07-23 15:07:32,672.0,29.0,35.0,248.0,20.0,24,True,"['arXiv:2307.16830', 'arXiv:2010.02404']",https://madnlp.github.io/MadNLP.jl/stable/,13.0,486.0,108.0,2026-05-31 11:24:56.000,0.10.1,35.0,0.0,23.0,MadNLP,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/MadNLP,797.0,13886.0,17.0,5.988,1.0,7.0,3.0,,,,,,,,,,,
63,EGRET,steady-state,"['python', 'gha', 'lab']",,grid-parity-exchange/Egret,BSD,Tools for Power Systems Optimization Modeling.,https://github.com/grid-parity-exchange/Egret,https://github.com/grid-parity-exchange/Egret,2019-01-28 18:41:03,2026-05-29 22:04:04.000000,2026-05-29 22:04:04,1111.0,67.0,52.0,165.0,42.0,24,True,10.1287/ijoc.2019.0944,,13.0,249.0,38.0,2026-05-29 22:03:12.000,0.6.2,9.0,149.0,8.0,,,,,,,,,,,,,,,,,17.0,0.0,7.311,7.0,2.0,,,,,,,,,,,
64,openTEPES,steady-state,"['python', 'gha', 'university']",,IIT-EnergySystemModels/openTEPES,AGPL-3,"Open Generation, Storage, and Transmission Operation and Expansion Planning Model.",https://github.com/IIT-EnergySystemModels/openTEPES,https://github.com/IIT-EnergySystemModels/openTEPES,2020-07-24 21:11:41,2026-07-25 15:25:53.000000,2026-07-25 15:25:48,3687.0,28.0,4.0,55.0,10.0,24,True,10.1016/j.softx.2022.101070,https://opentepes.readthedocs.io/en/latest/index.html,4.0,140.0,16.0,2026-02-24 11:07:01.000,4.18.15,117.0,26.0,324.0,,openTEPES,,123.0,186.0,https://pypi.org/project/openTEPES,2026-04-10 08:58:59.000,,,185.0,,,,,,,19.0,0.0,4.644,5.0,2.0,,,,,,,,,,,
65,PowerNetworkMatrices.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerNetworkMatrices.jl,BSD-3,Power systems matrices; NREL Sienna.,https://github.com/Sienna-Platform/PowerNetworkMatrices.jl,https://www.nlr.gov/analysis/sienna,2022-11-16 21:59:51,2026-07-25 00:23:03.000000,2026-07-24 18:52:22,1510.0,21.0,32.0,30.0,16.0,24,True,,https://nrel-sienna.github.io/PowerNetworkMatrices.jl/stable/,4.0,208.0,96.0,2026-06-16 00:59:28.000,0.24.2,49.0,,169.0,PowerNetworkMatrices,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/PowerNetworkMatrices,914.0,8231.0,18.0,6.125,0.0,6.0,2.0,,,,,,,,Sienna-Platform/PowerNetworkMatrices.jl,,,
66,PowerFlows.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerFlows.jl,BSD-3,Collection of Power Flow solution; NREL Sienna.,https://github.com/Sienna-Platform/PowerFlows.jl,https://www.nlr.gov/analysis/sienna,2022-03-08 18:40:14,2026-07-24 19:31:24.000000,2026-07-17 16:50:50,616.0,24.0,56.0,29.0,18.0,24,True,,https://nrel-sienna.github.io/PowerFlows.jl/dev/,4.0,245.0,141.0,2026-07-17 21:27:54.000,0.24.0,40.0,,241.0,PowerFlows,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/PowerFlows,704.0,5853.0,18.0,5.864,0.0,6.0,2.0,,,,,,,,Sienna-Platform/PowerFlows.jl,,,
67,Clp,ops,"['cpp', 'gha', 'non-profit']",,coin-or/Clp,EPL-2.0,COIN-OR Linear Programming Solver.,https://github.com/coin-or/Clp,https://www.coin-or.org/,2019-03-02 20:36:34,2026-07-26 02:40:07.000000,2026-07-15 13:09:18,2205.0,96.0,44.0,489.0,28.0,23,True,,https://coin-or.github.io/Clp/,16.0,69.0,167.0,2026-03-11 20:23:42.000,releases/1.17.11,10.0,,39.0,,,conda-forge/coin-or-clp,15602.0,24435.0,,,,,,https://anaconda.org/conda-forge/coin-or-clp,2026-05-11 18:43:15.435,1697803.0,,,,23.0,0.0,0.0,0.0,3.0,-2.0,,,,,,,,,,
68,Clarabel.jl,ops,"['gha', 'julia', 'university']",,oxfordcontrol/Clarabel.jl,Apache-2,Interior-point solver for convex conic optimisation in Julia.,https://github.com/oxfordcontrol/Clarabel.jl,https://github.com/oxfordcontrol/Clarabel.jl,2021-11-09 14:28:22,2026-04-29 09:02:43.000000,2026-04-14 16:23:53,927.0,28.0,13.0,275.0,13.0,23,True,arXiv:2405.12762,https://clarabel.org,4.0,157.0,63.0,2026-04-14 16:30:16.000,0.11.1,18.0,0.0,,Clarabel,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/Clarabel,4825.0,52421.0,15.0,7.0,1.0,8.0,3.0,,,,,,,,,,,
69,Tulip,ops,"['julia', 'gha', 'university']",,ds4dm/Tulip.jl,MPL-2.0,Interior-point solver in pure Julia.,https://github.com/ds4dm/Tulip.jl,https://github.com/ds4dm/Tulip.jl,2018-04-27 13:17:04,2026-04-19 23:27:29.000000,2026-04-19 23:24:07,382.0,24.0,18.0,163.0,12.0,22,True,10.1007/s12532-020-00200-8,https://ds4dm.github.io/Tulip.jl/stable/,7.0,123.0,29.0,2025-09-29 19:03:10.000,0.9.8,26.0,13.0,,Tulip,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/Tulip,370.0,11656.0,14.0,5.22,2.565,8.0,3.0,-10.0,,,,,,,,,,
70,Dynaωo,electro-mechanical,"['cpp', 'modelica', 'gha', 'for-profit']",,dynawo/dynawo,MPL-2.0,C++/Modelica simulation tools for power systems.,https://github.com/dynawo/dynawo,http://dynawo.org,2019-01-29 13:29:35,2026-07-24 23:03:26.000000,2026-07-24 08:48:15,2748.0,32.0,235.0,108.0,63.0,22,True,,https://dynawo.github.io/docs/,8.0,2423.0,1567.0,2025-07-18 14:42:06.000,1.7.0,20.0,,56.0,,,,29626.0,329.0,,,,,,,,,,,,22.0,0.0,0.0,0.0,2.0,,,,,,,,,,,
71,MOST,steady-state,"['octave', 'matlab', 'gha', 'university']",,MATPOWER/most,BSD-3,MATPOWER Optimal Scheduling Tool.,https://github.com/MATPOWER/most,https://matpower.org/,2016-12-16 19:10:43,2026-06-22 19:30:44.000000,2026-06-22 19:17:26,251.0,14.0,8.0,39.0,2.0,22,True,"['10.1109/TPWRS.2010.2051168', '10.1109/TSG.2013.2281001']",https://github.com/MATPOWER/most/blob/master/docs/MOST-manual.pdf,4.0,9.0,37.0,2025-07-12 21:38:08.000,1.3.1,6.0,6984.0,3.0,,,,,,,,,,,,,,,,,12.0,0.0,10.0,10.0,2.0,,,,,,,,,,,
72,GenX,steady-state,"['julia', 'gha', 'university']",,GenXProject/GenX,GPL-2.0,Configurable capacity expansion model.,https://github.com/GenXProject/GenX.jl,https://energy.mit.edu/genx/,2021-05-19 17:57:57,2026-06-24 15:59:54.000000,2026-01-09 19:17:31,1135.0,146.0,70.0,357.0,37.0,21,True,,https://genxproject.github.io/GenX/dev/,18.0,577.0,262.0,2025-07-11 18:02:01.000,0.4.5,17.0,,,GenX,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/GenX,75.0,577.0,17.0,3.624,0.0,4.0,2.0,,,,,,,,GenXProject/GenX.jl,,,
73,GridLAB-D,steady-state,"['cpp', 'gha', 'lab']",,gridlab-d/gridlab-d,BSD-3,Distribution power system simulator.,https://github.com/gridlab-d/gridlab-d,https://www.gridlabd.org/,2016-08-29 17:43:21,2026-07-03 22:16:38.000000,2025-05-28 20:17:33,4426.0,126.0,410.0,214.0,77.0,21,True,,https://gridlab-d.readthedocs.io/en/docs/,24.0,223.0,1155.0,2025-01-07 00:39:44.000,5.3.0,7.0,,,,,,9200.0,92.0,,,,,,,,,,,,21.0,0.0,0.0,0.0,2.0,,,,,,,,,,,
74,AMPLPY,intf,"['python', 'gha', 'for-profit']",,ampl/amplpy,BSD-3,Python API for AMPL.,https://github.com/ampl/amplpy,https://ampl.com/,2017-06-27 00:22:07,2026-07-21 21:22:54.000000,2026-07-21 19:11:08,896.0,20.0,,85.0,9.0,21,True,,https://amplpy.readthedocs.io/en/latest/,10.0,7.0,51.0,2026-07-21 19:28:34.000,0.18.0,189.0,,8.0,,amplpy,conda-forge/amplpy,,40165.0,https://pypi.org/project/amplpy,2026-07-21 21:22:54.000,153.0,14.0,32150.0,https://anaconda.org/conda-forge/amplpy,2025-09-05 16:24:52.977,569125.0,,,,21.0,0.0,0.0,0.0,1.0,,139.0,,,,,,,,,
75,GasModels.jl,gasnet,"['gha', 'julia', 'lab']",,lanl-ansi/GasModels.jl,BSD-3,Gas Network Optimization.,https://github.com/lanl-ansi/GasModels.jl,https://github.com/lanl-ansi/GasModels.jl,2016-08-29 16:01:10,2026-07-21 14:08:38.000000,2026-07-21 14:05:31,1404.0,24.0,48.0,80.0,19.0,21,True,,https://lanl-ansi.github.io/GasModels.jl/latest/,6.0,166.0,146.0,2026-06-29 20:47:22.000,0.13.3,35.0,,98.0,GasModels,,,,,,,,,,,,,https://juliahub.com/ui/Packages/General/GasModels,52.0,1228.0,18.0,3.258,0.0,3.0,3.0,,,,,,,,,,,
76,STEPS,electro-mechanical,"['cpp', 'university']",,changgang/steps,MIT,Balanced large-scale AC-DC hybrid power system analysis.,https://github.com/changgang/steps,https://github.com/changgang/steps,2019-08-24 12:09:47,2026-02-02 03:19:10.000000,2026-02-02 02:05:27,799.0,23.0,1.0,73.0,9.0,21,True,"['10.1109/TPWRS.2020.3045102', '10.1016/j.ijepes.2023.109509', '10.1016/j.ijepes.2025.110651']",https://github.com/changgang/steps/wiki/,6.0,,3.0,2026-02-02 03:21:35.000,2.3.0,45.0,54.0,,,stepspy,,88.0,114.0,https://pypi.org/project/stepspy,2026-02-02 02:01:13.000,7.0,,113.0,,,,,,,15.0,0.0,5.981,6.0,2.0,,7.0,,,,,,,,,
77,LightSim2Grid,steady-state,"['cpp', 'gha', 'for-profit']",,BDonnot/lightsim2grid,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/Grid2op/lightsim2grid,https://l2rpn.chalearn.org/,2020-03-09 07:35:27,2026-07-25 12:31:58.000000,2026-04-21 11:47:15,1163.0,15.0,16.0,70.0,9.0,21,True,,https://lightsim2grid.readthedocs.io/en/latest/,1.0,91.0,47.0,2026-04-22 06:49:47.000,0.13.1,44.0,,,,LightSim2Grid,,301.0,27535.0,https://pypi.org/project/LightSim2Grid,2026-07-06 11:55:05.000,97.0,8.0,27517.0,,,,,,,21.0,0.0,0.0,0.0,2.0,,89.0,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,1110.0,,Grid2op/lightsim2grid,,,
78,LTB AMS,steady-state,"['python', 'gha', 'university']",,CURENT/ams,GPL-3,Scheduling Modeling and Simulation; CURENT LTB.,https://github.com/CURENT/ams,https://ltb.curent.org/,2022-10-05 11:57:30,2026-06-07 01:20:31.000000,2026-05-03 19:15:23,2999.0,9.0,9.0,25.0,7.0,21,True,10.1109/TSTE.2025.3528027,https://ams.readthedocs.io/en/latest/,2.0,247.0,15.0,2026-05-03 19:24:58.000,1.3.0,45.0,8.0,108.0,,ltbams,conda-forge/ltbams,155.0,1546.0,https://pypi.org/project/ltbams,2026-05-03 19:24:31.000,3.0,,270.0,https://anaconda.org/conda-forge/ltbams,2026-05-03 21:10:40.563,36839.0,,,,18.0,0.0,3.06,3.0,2.0,,3.0,,,,,,,,,
79,SimBench,data,"['python', 'gha', 'university', 'non-profit']",,e2nIEE/simbench,odbl-1.0,Benchmark dataset of German LV/MV/HV grids including 15min time series for 1 year.,https://github.com/e2nIEE/simbench,https://simbench.de/en/,2019-05-13 14:10:08,2026-04-02 16:45:19.000000,2026-04-02 16:40:03,191.0,38.0,5.0,140.0,6.0,20,True,,https://simbench.readthedocs.io/en/stable/,6.0,30.0,33.0,2026-04-24 07:05:13.000,1.6.2,12.0,,,,simbench,conda-forge/simbench,,10381.0,https://pypi.org/project/simbench,2026-04-02 15:04:35.000,66.0,15.0,10381.0,https://anaconda.org/conda-forge/simbench,,,,,,20.0,0.0,0.0,0.0,1.0,,51.0,,,,,,,,,
80,GridPath,steady-state,"['python', 'gha', 'for-profit']",,sylvan-energy/gridpath,Apache-2,Power system planning and operations.,https://github.com/sylvan-energy/gridpath,https://www.gridpath.io/,2016-08-12 18:13:28,2026-07-22 18:46:23.000000,2026-07-22 18:46:20,1723.0,66.0,57.0,136.0,16.0,20,True,,https://gridpath.readthedocs.io/en/latest/,12.0,1047.0,295.0,2026-07-20 21:00:38.000,2026.7.0,48.0,,56.0,,GridPath,,1418.0,19.0,https://pypi.org/project/GridPath,2026-07-20 21:00:38.000,5.0,,,,,,,,,20.0,0.0,0.0,0.0,3.0,-2.0,5.0,,,,,,,,,
81,OpenDSSDirect.py,intf,"['python', 'gha', 'community']",,dss-extensions/OpenDSSDirect.py,MIT,A direct library interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.py,https://dss-extensions.org/,2017-06-20 19:18:22,2026-02-26 06:34:19.000000,2024-03-29 05:10:43,451.0,25.0,17.0,112.0,3.0,20,False,,https://dss-extensions.org/OpenDSSDirect.py/,12.0,32.0,99.0,2024-03-29 06:18:05.000,0.9.4,43.0,,,,OpenDSSDirect.py,,,19011.0,https://pypi.org/project/OpenDSSDirect.py,2021-03-11 01:53:34.000,98.0,16.0,19011.0,,,,,,,20.0,0.0,0.0,0.0,2.0,,82.0,,,,,,,,,
82,OpenIPSL,electro-mechanical,"['modelica', 'gha', 'university']",,OpenIPSL/OpenIPSL,BSD-3,A Power System Library written in the Modelica.,https://github.com/OpenIPSL/OpenIPSL,https://github.com/OpenIPSL/OpenIPSL,2016-04-16 09:09:47,2026-04-13 14:22:49.000000,2026-04-13 14:22:49,1917.0,66.0,16.0,109.0,36.0,20,True,10.1016/j.softx.2022.101277,https://doc.openipsl.org,20.0,254.0,124.0,2026-02-25 16:09:23.000,3.1.0,16.0,21.0,,,,,517.0,4.0,,,,,,,,,,,,16.0,0.0,3.738,4.0,3.0,,,,,,,,,,,
83,Easy SimAuto,intf,"['python', 'university']",,mzy2240/ESA,Apache-2,Python interface to PowerWorld.,https://github.com/mzy2240/ESA,https://github.com/mzy2240/ESA,2019-10-08 21:37:23,2025-12-31 17:47:22.000000,2025-12-31 17:47:22,667.0,16.0,19.0,53.0,13.0,20,True,10.21105/joss.02289,https://mzy2240.github.io/ESA/html/index.html,4.0,19.0,85.0,2023-06-05 21:19:00.512,1.3.5,52.0,25.0,,,esa,,,449.0,https://pypi.org/project/esa,2023-06-05 21:19:00.512,11.0,1.0,449.0,,,,,,,16.0,0.0,3.507,4.0,2.0,,10.0,,,,,,,,,
84,py-dss-interface,intf,"['python', 'non-profit']",,PauloRadatz/py_dss_interface,MIT,A package for access to direct dll version of OpenDSS.,https://github.com/PauloRadatz/py_dss_interface,https://github.com/PauloRadatz/py_dss_interface,2020-06-12 18:58:36,2026-07-09 22:49:22.000000,2026-04-15 10:34:10,716.0,13.0,1.0,45.0,7.0,20,True,,https://py-dss-interface.readthedocs.io/en/latest/,6.0,51.0,56.0,2026-02-16 15:33:33.000,2.3.0,25.0,,,,py-dss-interface,,43.0,5928.0,https://pypi.org/project/py-dss-interface,2026-02-16 15:20:40.000,54.0,13.0,5928.0,,,,,,,20.0,0.0,0.0,0.0,2.0,,41.0,,,,,,,,,
85,Prescient,steady-state,"['python', 'gha', 'lab']",,grid-parity-exchange/Prescient,BSD-3,Production cost modeling for power generation and distribution networks.,https://github.com/grid-parity-exchange/Prescient,https://github.com/grid-parity-exchange/Prescient,2020-06-02 22:42:14,2026-05-29 23:32:07.000000,2026-05-29 23:32:06,267.0,18.0,20.0,40.0,11.0,20,True,,https://prescient.readthedocs.io/,6.0,127.0,47.0,2026-05-29 23:30:57.000,2.2.3,6.0,,4.0,,gridx-prescient,,,21864.0,https://pypi.org/project/gridx-prescient,2026-05-29 23:30:57.000,16.0,5.0,21864.0,,,,,,,20.0,0.0,0.0,0.0,3.0,,11.0,,,,,,,,,
86,Gurobi OptiMods,opl,"['python', 'gha', 'for-profit']",,Gurobi/gurobi-optimods,Apache-2,Implemented optimization use cases using Gurobi.,https://github.com/Gurobi/gurobi-optimods,https://www.gurobi.com/features/gurobi-optimods/,2022-11-18 16:25:03,2026-04-09 13:17:24.000000,2026-04-09 12:56:23,726.0,38.0,25.0,176.0,17.0,19,True,,https://gurobi-optimods.readthedocs.io/en/stable/,10.0,98.0,62.0,2026-04-09 12:53:51.000,3.1.0,15.0,,,,gurobi-optimods,,,526.0,https://pypi.org/project/gurobi-optimods,2026-04-09 12:59:15.000,12.0,2.0,526.0,,,,,,,19.0,0.0,0.0,0.0,3.0,,10.0,,,,,,,,,
87,REopt,steady-state,"['python', 'gha', 'lab']",,NatLabRockies/REopt_API,BSD-3,Renewable Energy Integration & Optimization.,https://github.com/NatLabRockies/REopt_API,https://www.nlr.gov/reopt/,2018-12-17 21:24:59,2026-07-21 16:18:20.000000,2026-07-21 01:08:05,5954.0,66.0,44.0,124.0,26.0,19,True,,https://github.com/NatLabRockies/REopt_API/wiki,7.0,639.0,42.0,2026-05-29 17:31:46.000,3.19.1,74.0,,73.0,,,,575.0,7.0,,,,,,,,,,,,19.0,0.0,0.0,0.0,3.0,,,,,,,,,,,
88,PowSyBl Diagram,vis,"['java', 'gha', 'non-profit']",,powsybl/powsybl-diagram,MPL-2.0,single-line substation diagrams and network graph diagrams.,https://github.com/powsybl/powsybl-diagram,https://www.powsybl.org,2019-10-11 11:25:46,2026-07-06 14:54:08.000000,2026-07-06 14:13:11,638.0,28.0,72.0,123.0,37.0,19,True,,https://www.powsybl.org/pages/documentation/developer/api_guide/svg-writing.html,19.0,624.0,138.0,2026-07-07 07:54:52.000,5.5.0,59.0,,19.0,,,,,,,,35.0,,,,,,,,,19.0,0.0,0.0,0.0,1.0,,35.0,,,,,,,,,
